raw_name,canonical_name,entity_type,source_url,matched,startup_name
Microsoft-corp,Microsoft,STARTUP,https://github.com/Microsoft-corp,True,
apple,Apple,STARTUP,https://github.com/apple,True,
Visual-Studio-Code,,STARTUP,https://github.com/Visual-Studio-Code,False,
facebookresearch,,STARTUP,https://github.com/facebookresearch,False,
facebook,,STARTUP,https://github.com/facebook,False,
freeCodeCamp,,STARTUP,https://github.com/freeCodeCamp,False,
python,,STARTUP,https://github.com/python,False,
datawhalechina,,STARTUP,https://github.com/datawhalechina,False,
community,,STARTUP,https://github.com/community,False,
ReVanced,,STARTUP,https://github.com/ReVanced,False,
vercel,Vercel,STARTUP,https://github.com/vercel,True,
NVIDIA,NVIDIA,STARTUP,https://github.com/NVIDIA,True,
brahmGAN,,STARTUP,https://github.com/brahmGAN,False,
google-deepmind,Google DeepMind,STARTUP,https://github.com/google-deepmind,True,
apache,,STARTUP,https://github.com/apache,False,
termux,,STARTUP,https://github.com/termux,False,
openclaw,,STARTUP,https://github.com/openclaw,False,
dotnet,,STARTUP,https://github.com/dotnet,False,
unicitynetwork,,STARTUP,https://github.com/unicitynetwork,False,
flutter,,STARTUP,https://github.com/flutter,False,
langchain-ai,,STARTUP,https://github.com/langchain-ai,False,
tensorflow,,STARTUP,https://github.com/tensorflow,False,
GoogleCloudPlatform,,STARTUP,https://github.com/GoogleCloudPlatform,False,
cs50,,STARTUP,https://github.com/cs50,False,
tachiyomiorg,,STARTUP,https://github.com/tachiyomiorg,False,
alibaba,,STARTUP,https://github.com/alibaba,False,
vuejs,,STARTUP,https://github.com/vuejs,False,
home-assistant,,STARTUP,https://github.com/home-assistant,False,
PacktPublishing,,STARTUP,https://github.com/PacktPublishing,False,
android,,STARTUP,https://github.com/android,False,
bytedance,,STARTUP,https://github.com/bytedance,False,
QwenLM,,STARTUP,https://github.com/QwenLM,False,
codecrafters-io,,STARTUP,https://github.com/codecrafters-io,False,
aws-samples,,STARTUP,https://github.com/aws-samples,False,
rust-lang,,STARTUP,https://github.com/rust-lang,False,
google-research,,STARTUP,https://github.com/google-research,False,
spring-projects,,STARTUP,https://github.com/spring-projects,False,
aws,,STARTUP,https://github.com/aws,False,
nodejs,,STARTUP,https://github.com/nodejs,False,
ossu,,STARTUP,https://github.com/ossu,False,
charmbracelet,,STARTUP,https://github.com/charmbracelet,False,
twitter,,STARTUP,https://github.com/twitter,False,
cloudflare,,STARTUP,https://github.com/cloudflare,False,
flipperdevices,,STARTUP,https://github.com/flipperdevices,False,
ethereum,,STARTUP,https://github.com/ethereum,False,
docker,,STARTUP,https://github.com/docker,False,
Azure,,STARTUP,https://github.com/Azure,False,
google-gemini,,STARTUP,https://github.com/google-gemini,False,
netlify,,STARTUP,https://github.com/netlify,False,
n8n-io,,STARTUP,https://github.com/n8n-io,False,
intel-innersource,,STARTUP,https://github.com/intel-innersource,False,
tsoding,,STARTUP,https://github.com/tsoding,False,
twbs,,STARTUP,https://github.com/twbs,False,
kubernetes,,STARTUP,https://github.com/kubernetes,False,
Tencent,,STARTUP,https://github.com/Tencent,False,
obsidianmd,,STARTUP,https://github.com/obsidianmd,False,
Stability-AI,Stability AI,STARTUP,https://github.com/Stability-AI,True,
pytorch,,STARTUP,https://github.com/pytorch,False,
JetBrains,,STARTUP,https://github.com/JetBrains,False,
ValveSoftware,,STARTUP,https://github.com/ValveSoftware,False,
HKUDS,,STARTUP,https://github.com/HKUDS,False,
mdn,,STARTUP,https://github.com/mdn,False,
Unity-Technologies,,STARTUP,https://github.com/Unity-Technologies,False,
open-mmlab,,STARTUP,https://github.com/open-mmlab,False,
golang,,STARTUP,https://github.com/golang,False,
unicity-sphere,,STARTUP,https://github.com/unicity-sphere,False,
THUDM,,STARTUP,https://github.com/THUDM,False,
godotengine,,STARTUP,https://github.com/godotengine,False,
xai-org,,STARTUP,https://github.com/xai-org,False,
OWASP,,STARTUP,https://github.com/OWASP,False,
uprockcom,,STARTUP,https://github.com/uprockcom,False,
lmstudio-ai,,STARTUP,https://github.com/lmstudio-ai,False,
projectdiscovery,,STARTUP,https://github.com/projectdiscovery,False,
TheOdinProject,,STARTUP,https://github.com/TheOdinProject,False,
replicate,Replicate,STARTUP,https://github.com/replicate,True,
EurekaLabsAI,,STARTUP,https://github.com/EurekaLabsAI,False,
awslabs,,STARTUP,https://github.com/awslabs,False,
supabase,,STARTUP,https://github.com/supabase,False,
intel-sandbox,,STARTUP,https://github.com/intel-sandbox,False,
meta-llama,,STARTUP,https://github.com/meta-llama,False,
iptv-org,,STARTUP,https://github.com/iptv-org,False,
TanStack,,STARTUP,https://github.com/TanStack,False,
NVlabs,,STARTUP,https://github.com/NVlabs,False,
ultralytics,,STARTUP,https://github.com/ultralytics,False,
nextcloud,,STARTUP,https://github.com/nextcloud,False,
discord,,STARTUP,https://github.com/discord,False,
skills,,STARTUP,https://github.com/skills,False,
laravel,,STARTUP,https://github.com/laravel,False,
zen-browser,,STARTUP,https://github.com/zen-browser,False,
unicity-aos,,STARTUP,https://github.com/unicity-aos,False,
EbookFoundation,,STARTUP,https://github.com/EbookFoundation,False,
bitwarden,,STARTUP,https://github.com/bitwarden,False,
hashicorp,,STARTUP,https://github.com/hashicorp,False,
actions,,STARTUP,https://github.com/actions,False,
mozilla,,STARTUP,https://github.com/mozilla,False,
code50,,STARTUP,https://github.com/code50,False,
signalapp,,STARTUP,https://github.com/signalapp,False,
base-org,,STARTUP,https://github.com/base-org,False,
catppuccin,,STARTUP,https://github.com/catppuccin,False,
astral-sh,,STARTUP,https://github.com/astral-sh,False,
AsahiLinux,,STARTUP,https://github.com/AsahiLinux,False,
bosch-copilot,,STARTUP,https://github.com/bosch-copilot,False,
Netflix,,STARTUP,https://github.com/Netflix,False,
desktop,,STARTUP,https://github.com/desktop,False,
tc39,,STARTUP,https://github.com/tc39,False,
pmndrs,,STARTUP,https://github.com/pmndrs,False,
ollama,,STARTUP,https://github.com/ollama,False,
nasa,,STARTUP,https://github.com/nasa,False,
scroll-tech,,STARTUP,https://github.com/scroll-tech,False,
cursoemvideo,,STARTUP,https://github.com/cursoemvideo,False,
django,,STARTUP,https://github.com/django,False,
dair-ai,,STARTUP,https://github.com/dair-ai,False,
tailwindlabs,,STARTUP,https://github.com/tailwindlabs,False,
digitalinnovationone,,STARTUP,https://github.com/digitalinnovationone,False,
MoonshotAI,,STARTUP,https://github.com/MoonshotAI,False,
MicrosoftLearning,,STARTUP,https://github.com/MicrosoftLearning,False,
MicrosoftDocs,,STARTUP,https://github.com/MicrosoftDocs,False,
GrapheneOS,,STARTUP,https://github.com/GrapheneOS,False,
bluesky-social,,STARTUP,https://github.com/bluesky-social,False,
mistralai,,STARTUP,https://github.com/mistralai,False,
bitcoin,,STARTUP,https://github.com/bitcoin,False,
git-ecosystem,,STARTUP,https://github.com/git-ecosystem,False,
Azure-Samples,,STARTUP,https://github.com/Azure-Samples,False,
angular,,STARTUP,https://github.com/angular,False,
NationalSecurityAgency,,STARTUP,https://github.com/NationalSecurityAgency,False,
odoo,,STARTUP,https://github.com/odoo,False,
espressif,,STARTUP,https://github.com/espressif,False,
IBM,IBM,STARTUP,https://github.com/IBM,True,
DataTalksClub,,STARTUP,https://github.com/DataTalksClub,False,
fireship-io,,STARTUP,https://github.com/fireship-io,False,
vercel-labs,,STARTUP,https://github.com/vercel-labs,False,
Shopify,,STARTUP,https://github.com/Shopify,False,
shadowsocks,,STARTUP,https://github.com/shadowsocks,False,
worldcoin,,STARTUP,https://github.com/worldcoin,False,
zero-to-mastery,,STARTUP,https://github.com/zero-to-mastery,False,
NousResearch,,STARTUP,https://github.com/NousResearch,False,
taikoxyz,,STARTUP,https://github.com/taikoxyz,False,
w3c,,STARTUP,https://github.com/w3c,False,
open-telemetry,,STARTUP,https://github.com/open-telemetry,False,
cncf,,STARTUP,https://github.com/cncf,False,
intel-restricted,,STARTUP,https://github.com/intel-restricted,False,
Fuelet,,STARTUP,https://github.com/Fuelet,False,
massgravel,,STARTUP,https://github.com/massgravel,False,
FossifyOrg,,STARTUP,https://github.com/FossifyOrg,False,
MiniMax-AI,,STARTUP,https://github.com/MiniMax-AI,False,
EddieHubCommunity,,STARTUP,https://github.com/EddieHubCommunity,False,
raspberrypi,,STARTUP,https://github.com/raspberrypi,False,
PaddlePaddle,,STARTUP,https://github.com/PaddlePaddle,False,
firebase,,STARTUP,https://github.com/firebase,False,
grafana,,STARTUP,https://github.com/grafana,False,
alura-cursos,,STARTUP,https://github.com/alura-cursos,False,
meshtastic,,STARTUP,https://github.com/meshtastic,False,
spaceandtimefdn,,STARTUP,https://github.com/spaceandtimefdn,False,
ghostty-org,,STARTUP,https://github.com/ghostty-org,False,
Homebrew,,STARTUP,https://github.com/Homebrew,False,
OpenBMB,,STARTUP,https://github.com/OpenBMB,False,
greatfrontend,,STARTUP,https://github.com/greatfrontend,False,
clash-verge-rev,,STARTUP,https://github.com/clash-verge-rev,False,
Uniswap,,STARTUP,https://github.com/Uniswap,False,
LinkedInLearning,,STARTUP,https://github.com/LinkedInLearning,False,
Lightning-AI,,STARTUP,https://github.com/Lightning-AI,False,
matrix-org,,STARTUP,https://github.com/matrix-org,False,
GoogleChrome,,STARTUP,https://github.com/GoogleChrome,False,
academind,,STARTUP,https://github.com/academind,False,
linuxserver,,STARTUP,https://github.com/linuxserver,False,
cursor,Cursor,STARTUP,https://github.com/cursor,True,
AI4Finance-Foundation,,STARTUP,https://github.com/AI4Finance-Foundation,False,
unitreerobotics,,STARTUP,https://github.com/unitreerobotics,False,
googleapis,,STARTUP,https://github.com/googleapis,False,
exercism,,STARTUP,https://github.com/exercism,False,
OptimaiNetwork,,STARTUP,https://github.com/OptimaiNetwork,False,
codewars,,STARTUP,https://github.com/codewars,False,
Universidade-Livre,,STARTUP,https://github.com/Universidade-Livre,False,
filswan,,STARTUP,https://github.com/filswan,False,
FuelLabs,,STARTUP,https://github.com/FuelLabs,False,
electronicarts,,STARTUP,https://github.com/electronicarts,False,
modelscope,,STARTUP,https://github.com/modelscope,False,
containers,,STARTUP,https://github.com/containers,False,
teslamotors,,STARTUP,https://github.com/teslamotors,False,
archlinux,,STARTUP,https://github.com/archlinux,False,
teaxyz,,STARTUP,https://github.com/teaxyz,False,
NixOS,,STARTUP,https://github.com/NixOS,False,
hacs,,STARTUP,https://github.com/hacs,False,
LineageOS,,STARTUP,https://github.com/LineageOS,False,
anyproto,,STARTUP,https://github.com/anyproto,False,
Euro-Office,,STARTUP,https://github.com/Euro-Office,False,
openjdk,,STARTUP,https://github.com/openjdk,False,
public-apis,,STARTUP,https://github.com/public-apis,False,
codebasics,,STARTUP,https://github.com/codebasics,False,
frappe,,STARTUP,https://github.com/frappe,False,
reactjs,,STARTUP,https://github.com/reactjs,False,
blender,,STARTUP,https://github.com/blender,False,
ton-blockchain,,STARTUP,https://github.com/ton-blockchain,False,
MetaMask,,STARTUP,https://github.com/MetaMask,False,
MorpheApp,,STARTUP,https://github.com/MorpheApp,False,
xdevplatform,,STARTUP,https://github.com/xdevplatform,False,
unjs,,STARTUP,https://github.com/unjs,False,
interviewstreet,,STARTUP,https://github.com/interviewstreet,False,
denoland,,STARTUP,https://github.com/denoland,False,
doocs,,STARTUP,https://github.com/doocs,False,
oracle,Oracle,STARTUP,https://github.com/oracle,True,
paperswithcode,,STARTUP,https://github.com/paperswithcode,False,
arduino,,STARTUP,https://github.com/arduino,False,
aptos-labs,,STARTUP,https://github.com/aptos-labs,False,
solana-labs,,STARTUP,https://github.com/solana-labs,False,
AyuGram,,STARTUP,https://github.com/AyuGram,False,
0voice,,STARTUP,https://github.com/0voice,False,
frontendbr,,STARTUP,https://github.com/frontendbr,False,
zed-industries,,STARTUP,https://github.com/zed-industries,False,
MetaCubeX,,STARTUP,https://github.com/MetaCubeX,False,
anomalyco,,STARTUP,https://github.com/anomalyco,False,
MicrosoftCopilot,,STARTUP,https://github.com/MicrosoftCopilot,False,
airbnb,,STARTUP,https://github.com/airbnb,False,
zai-org,,STARTUP,https://github.com/zai-org,False,
FrameworkComputer,,STARTUP,https://github.com/FrameworkComputer,False,
scikit-learn,,STARTUP,https://github.com/scikit-learn,False,
microg,,STARTUP,https://github.com/microg,False,
ProtonVPN,,STARTUP,https://github.com/ProtonVPN,False,
shadcn-ui,,STARTUP,https://github.com/shadcn-ui,False,
rocketseat-education,,STARTUP,https://github.com/rocketseat-education,False,
OpenZeppelin,,STARTUP,https://github.com/OpenZeppelin,False,
intel,,STARTUP,https://github.com/intel,False,
streamlit,,STARTUP,https://github.com/streamlit,False,
elastic,,STARTUP,https://github.com/elastic,False,
opencv,,STARTUP,https://github.com/opencv,False,
brave,,STARTUP,https://github.com/brave,False,
STMicroelectronics,,STARTUP,https://github.com/STMicroelectronics,False,
linuxmint,,STARTUP,https://github.com/linuxmint,False,
dart-lang,,STARTUP,https://github.com/dart-lang,False,
id-Software,,STARTUP,https://github.com/id-Software,False,
ProtonMail,,STARTUP,https://github.com/ProtonMail,False,
swiftlang,,STARTUP,https://github.com/swiftlang,False,
fastai,,STARTUP,https://github.com/fastai,False,
git,,STARTUP,https://github.com/git,False,
practical-tutorials,,STARTUP,https://github.com/practical-tutorials,False,
pandas-dev,,STARTUP,https://github.com/pandas-dev,False,
unionlabs,,STARTUP,https://github.com/unionlabs,False,
hackclub,,STARTUP,https://github.com/hackclub,False,
Xposed-Modules-Repo,,STARTUP,https://github.com/Xposed-Modules-Repo,False,
hiddify,,STARTUP,https://github.com/hiddify,False,
ml-explore,,STARTUP,https://github.com/ml-explore,False,
roboflow,,STARTUP,https://github.com/roboflow,False,
googleworkspace,,STARTUP,https://github.com/googleworkspace,False,
bayer-int,,STARTUP,https://github.com/bayer-int,False,
open-webui,,STARTUP,https://github.com/open-webui,False,
pop-os,,STARTUP,https://github.com/pop-os,False,
SimplifyJobs,,STARTUP,https://github.com/SimplifyJobs,False,
riscv,,STARTUP,https://github.com/riscv,False,
intel-collab,,STARTUP,https://github.com/intel-collab,False,
sveltejs,,STARTUP,https://github.com/sveltejs,False,
PowerShell,,STARTUP,https://github.com/PowerShell,False,
DarkFlippers,,STARTUP,https://github.com/DarkFlippers,False,
npm,,STARTUP,https://github.com/npm,False,
cloudwego,,STARTUP,https://github.com/cloudwego,False,
spotify,,STARTUP,https://github.com/spotify,False,
ProvableHQ,,STARTUP,https://github.com/ProvableHQ,False,
jgraph,,STARTUP,https://github.com/jgraph,False,
allenai,,STARTUP,https://github.com/allenai,False,
neovim,,STARTUP,https://github.com/neovim,False,
base,,STARTUP,https://github.com/base,False,
CachyOS,,STARTUP,https://github.com/CachyOS,False,
ddd-crew,,STARTUP,https://github.com/ddd-crew,False,
XTLS,,STARTUP,https://github.com/XTLS,False,
prisma,,STARTUP,https://github.com/prisma,False,
nestjs,,STARTUP,https://github.com/nestjs,False,
OCA,,STARTUP,https://github.com/OCA,False,
Roblox,,STARTUP,https://github.com/Roblox,False,
mui,,STARTUP,https://github.com/mui,False,
DataExpert-io-Community,,STARTUP,https://github.com/DataExpert-io-Community,False,
material-components,,STARTUP,https://github.com/material-components,False,
Rocketseat,,STARTUP,https://github.com/Rocketseat,False,
matter-labs,,STARTUP,https://github.com/matter-labs,False,
LSPosed,,STARTUP,https://github.com/LSPosed,False,
dependabot,,STARTUP,https://github.com/dependabot,False,
jellyfin,,STARTUP,https://github.com/jellyfin,False,
WordPress,,STARTUP,https://github.com/WordPress,False,
nuxt,,STARTUP,https://github.com/nuxt,False,
ros2,,STARTUP,https://github.com/ros2,False,
prometheus,,STARTUP,https://github.com/prometheus,False,
ONLYOFFICE,,STARTUP,https://github.com/ONLYOFFICE,False,
vitejs,,STARTUP,https://github.com/vitejs,False,
expo,,STARTUP,https://github.com/expo,False,
mongodb,,STARTUP,https://github.com/mongodb,False,
codepen,,STARTUP,https://github.com/codepen,False,
palantir,,STARTUP,https://github.com/palantir,False,
kubernetes-sigs,,STARTUP,https://github.com/kubernetes-sigs,False,
ice-blockchain,,STARTUP,https://github.com/ice-blockchain,False,
terraform-aws-modules,,STARTUP,https://github.com/terraform-aws-modules,False,
tauri-apps,,STARTUP,https://github.com/tauri-apps,False,
Hack-with-Github,,STARTUP,https://github.com/Hack-with-Github,False,
philips-internal,,STARTUP,https://github.com/philips-internal,False,
getgems-io,,STARTUP,https://github.com/getgems-io,False,
playcanvas,,STARTUP,https://github.com/playcanvas,False,
ggml-org,,STARTUP,https://github.com/ggml-org,False,
Significant-Gravitas,,STARTUP,https://github.com/Significant-Gravitas,False,
pi-hole,,STARTUP,https://github.com/pi-hole,False,
commaai,,STARTUP,https://github.com/commaai,False,
SAP,,STARTUP,https://github.com/SAP,False,
zeta-chain,,STARTUP,https://github.com/zeta-chain,False,
CompVis,,STARTUP,https://github.com/CompVis,False,
EleutherAI,,STARTUP,https://github.com/EleutherAI,False,
apple-oss-distributions,,STARTUP,https://github.com/apple-oss-distributions,False,
remix-run,,STARTUP,https://github.com/remix-run,False,
moonlight-stream,,STARTUP,https://github.com/moonlight-stream,False,
berachain,,STARTUP,https://github.com/berachain,False,
appwrite,,STARTUP,https://github.com/appwrite,False,
Ryubing,,STARTUP,https://github.com/Ryubing,False,
FreeCAD,,STARTUP,https://github.com/FreeCAD,False,
withastro,,STARTUP,https://github.com/withastro,False,
mit-han-lab,,STARTUP,https://github.com/mit-han-lab,False,
LAION-AI,,STARTUP,https://github.com/LAION-AI,False,
bnb-chain,,STARTUP,https://github.com/bnb-chain,False,
lichess-org,,STARTUP,https://github.com/lichess-org,False,
apachecn,,STARTUP,https://github.com/apachecn,False,
Stremio,,STARTUP,https://github.com/Stremio,False,
The-Art-of-Hacking,,STARTUP,https://github.com/The-Art-of-Hacking,False,
revoltchat,,STARTUP,https://github.com/revoltchat,False,
yt-dlp,,STARTUP,https://github.com/yt-dlp,False,
llvm,,STARTUP,https://github.com/llvm,False,
free-educa,,STARTUP,https://github.com/free-educa,False,
argoproj,,STARTUP,https://github.com/argoproj,False,
lewagon,,STARTUP,https://github.com/lewagon,False,
jina-ai,,STARTUP,https://github.com/jina-ai,False,
postmanlabs,,STARTUP,https://github.com/postmanlabs,False,
google-ai-edge,,STARTUP,https://github.com/google-ai-edge,False,
trustwallet,,STARTUP,https://github.com/trustwallet,False,
hak5,,STARTUP,https://github.com/hak5,False,
smartcontractkit,,STARTUP,https://github.com/smartcontractkit,False,
run-llama,,STARTUP,https://github.com/run-llama,False,
PojavLauncherTeam,,STARTUP,https://github.com/PojavLauncherTeam,False,
radix-ui,,STARTUP,https://github.com/radix-ui,False,
skyline-emu,,STARTUP,https://github.com/skyline-emu,False,
googlemaps,,STARTUP,https://github.com/googlemaps,False,
php,,STARTUP,https://github.com/php,False,
MystenLabs,,STARTUP,https://github.com/MystenLabs,False,
leon-ai,,STARTUP,https://github.com/leon-ai,False,
cisagov,,STARTUP,https://github.com/cisagov,False,
Qiskit,,STARTUP,https://github.com/Qiskit,False,
electron,,STARTUP,https://github.com/electron,False,
uber,,STARTUP,https://github.com/uber,False,
KhronosGroup,,STARTUP,https://github.com/KhronosGroup,False,
tailscale,,STARTUP,https://github.com/tailscale,False,
browser-use,,STARTUP,https://github.com/browser-use,False,
SAP-samples,,STARTUP,https://github.com/SAP-samples,False,
AdguardTeam,,STARTUP,https://github.com/AdguardTeam,False,
railwayapp,,STARTUP,https://github.com/railwayapp,False,
warpdotdev,,STARTUP,https://github.com/warpdotdev,False,
opengeos,,STARTUP,https://github.com/opengeos,False,
databricks,Databricks,STARTUP,https://github.com/databricks,True,
ubuntu,,STARTUP,https://github.com/ubuntu,False,
canonical,,STARTUP,https://github.com/canonical,False,
vllm-project,,STARTUP,https://github.com/vllm-project,False,
XiaoMi,,STARTUP,https://github.com/XiaoMi,False,
immich-app,,STARTUP,https://github.com/immich-app,False,
Mojang,,STARTUP,https://github.com/Mojang,False,
amnezia-vpn,,STARTUP,https://github.com/amnezia-vpn,False,
sideprotocol,,STARTUP,https://github.com/sideprotocol,False,
opensearch-project,,STARTUP,https://github.com/opensearch-project,False,
appbrewery,,STARTUP,https://github.com/appbrewery,False,
fishaudio,,STARTUP,https://github.com/fishaudio,False,
SakanaAI,,STARTUP,https://github.com/SakanaAI,False,
stackblitz,,STARTUP,https://github.com/stackblitz,False,
procter-gamble,,STARTUP,https://github.com/procter-gamble,False,
mullvad,,STARTUP,https://github.com/mullvad,False,
ProgrammerZamanNow,,STARTUP,https://github.com/ProgrammerZamanNow,False,
jenkinsci,,STARTUP,https://github.com/jenkinsci,False,
VoltAgent,,STARTUP,https://github.com/VoltAgent,False,
spatie,,STARTUP,https://github.com/spatie,False,
Gentleman-Programming,,STARTUP,https://github.com/Gentleman-Programming,False,
lobehub,,STARTUP,https://github.com/lobehub,False,
4GeeksAcademy,,STARTUP,https://github.com/4GeeksAcademy,False,
VoronDesign,,STARTUP,https://github.com/VoronDesign,False,
realpython,,STARTUP,https://github.com/realpython,False,
d2l-ai,,STARTUP,https://github.com/d2l-ai,False,
opentofu,,STARTUP,https://github.com/opentofu,False,
oven-sh,,STARTUP,https://github.com/oven-sh,False,
v2fly,,STARTUP,https://github.com/v2fly,False,
me50,,STARTUP,https://github.com/me50,False,
ansible,,STARTUP,https://github.com/ansible,False,
panaverse,,STARTUP,https://github.com/panaverse,False,
zama-ai,,STARTUP,https://github.com/zama-ai,False,
tonkeeper,,STARTUP,https://github.com/tonkeeper,False,
adafruit,,STARTUP,https://github.com/adafruit,False,
langgenius,,STARTUP,https://github.com/langgenius,False,
NVIDIAGameWorks,,STARTUP,https://github.com/NVIDIAGameWorks,False,
temporalio,,STARTUP,https://github.com/temporalio,False,
openwrt,,STARTUP,https://github.com/openwrt,False,
kodekloudhub,,STARTUP,https://github.com/kodekloudhub,False,
OpenRouterTeam,,STARTUP,https://github.com/OpenRouterTeam,False,
shareAI-lab,,STARTUP,https://github.com/shareAI-lab,False,
fastapi,,STARTUP,https://github.com/fastapi,False,
Cysharp,,STARTUP,https://github.com/Cysharp,False,
Magisk-Modules-Repo,,STARTUP,https://github.com/Magisk-Modules-Repo,False,
storybookjs,,STARTUP,https://github.com/storybookjs,False,
WebAssembly,,STARTUP,https://github.com/WebAssembly,False,
jupyter,,STARTUP,https://github.com/jupyter,False,
mastodon,,STARTUP,https://github.com/mastodon,False,
StackExchange,,STARTUP,https://github.com/StackExchange,False,
rstudio,,STARTUP,https://github.com/rstudio,False,
illinois-cs-coursework,,STARTUP,https://github.com/illinois-cs-coursework,False,
nubank,,STARTUP,https://github.com/nubank,False,
devcontainers,,STARTUP,https://github.com/devcontainers,False,
ZJU-FAST-Lab,,STARTUP,https://github.com/ZJU-FAST-Lab,False,
GPT-Engineer-App,,STARTUP,https://github.com/GPT-Engineer-App,False,
leggedrobotics,,STARTUP,https://github.com/leggedrobotics,False,
geph-official,,STARTUP,https://github.com/geph-official,False,
suitenumerique,,STARTUP,https://github.com/suitenumerique,False,
CodingTrain,,STARTUP,https://github.com/CodingTrain,False,
typst,,STARTUP,https://github.com/typst,False,
CS-BAOYAN,,STARTUP,https://github.com/CS-BAOYAN,False,
salesforce,,STARTUP,https://github.com/salesforce,False,
Bayer-Group,,STARTUP,https://github.com/Bayer-Group,False,
udacity,,STARTUP,https://github.com/udacity,False,
githubnext,,STARTUP,https://github.com/githubnext,False,
unslothai,,STARTUP,https://github.com/unslothai,False,
replit,,STARTUP,https://github.com/replit,False,
OpenGVLab,,STARTUP,https://github.com/OpenGVLab,False,
stripe,,STARTUP,https://github.com/stripe,False,
thunlp,,STARTUP,https://github.com/thunlp,False,
element-hq,,STARTUP,https://github.com/element-hq,False,
londonappbrewery,,STARTUP,https://github.com/londonappbrewery,False,
googlecolab,,STARTUP,https://github.com/googlecolab,False,
voidzero-dev,,STARTUP,https://github.com/voidzero-dev,False,
upscayl,,STARTUP,https://github.com/upscayl,False,
hku-mars,,STARTUP,https://github.com/hku-mars,False,
ston-fi,,STARTUP,https://github.com/ston-fi,False,
KDE,,STARTUP,https://github.com/KDE,False,
Kotlin,,STARTUP,https://github.com/Kotlin,False,
codrops,,STARTUP,https://github.com/codrops,False,
HumanAIGC,,STARTUP,https://github.com/HumanAIGC,False,
firecrawl,,STARTUP,https://github.com/firecrawl,False,
rust-embedded,,STARTUP,https://github.com/rust-embedded,False,
anaconda,,STARTUP,https://github.com/anaconda,False,
rolling-scopes-school,,STARTUP,https://github.com/rolling-scopes-school,False,
wazuh,,STARTUP,https://github.com/wazuh,False,
agentscope-ai,,STARTUP,https://github.com/agentscope-ai,False,
yuzu-emu,,STARTUP,https://github.com/yuzu-emu,False,
codesandbox,,STARTUP,https://github.com/codesandbox,False,
web-infra-dev,,STARTUP,https://github.com/web-infra-dev,False,
livekit,,STARTUP,https://github.com/livekit,False,
raycast,,STARTUP,https://github.com/raycast,False,
masai-course,,STARTUP,https://github.com/masai-course,False,
SalesforceCommerceCloud,,STARTUP,https://github.com/SalesforceCommerceCloud,False,
backend-br,,STARTUP,https://github.com/backend-br,False,
elizaOS,,STARTUP,https://github.com/elizaOS,False,
WireGuard,,STARTUP,https://github.com/WireGuard,False,
VedalAI,,STARTUP,https://github.com/VedalAI,False,
bellingcat,,STARTUP,https://github.com/bellingcat,False,
fal-ai,,STARTUP,https://github.com/fal-ai,False,
xbmc,,STARTUP,https://github.com/xbmc,False,
ant-design,,STARTUP,https://github.com/ant-design,False,
codedex-io,,STARTUP,https://github.com/codedex-io,False,
TauricResearch,,STARTUP,https://github.com/TauricResearch,False,
atom,,STARTUP,https://github.com/atom,False,
DataExpert-io,,STARTUP,https://github.com/DataExpert-io,False,
honojs,,STARTUP,https://github.com/honojs,False,
Automattic,,STARTUP,https://github.com/Automattic,False,
google-developer-training,,STARTUP,https://github.com/google-developer-training,False,
DataDog,,STARTUP,https://github.com/DataDog,False,
alx-tools,,STARTUP,https://github.com/alx-tools,False,
HKUST-Aerial-Robotics,,STARTUP,https://github.com/HKUST-Aerial-Robotics,False,
code100x,,STARTUP,https://github.com/code100x,False,
tr,,STARTUP,https://github.com/tr,False,
torproject,,STARTUP,https://github.com/torproject,False,
binance,,STARTUP,https://github.com/binance,False,
adobe,,STARTUP,https://github.com/adobe,False,
farcasterxyz,,STARTUP,https://github.com/farcasterxyz,False,
coderabbitai,,STARTUP,https://github.com/coderabbitai,False,
Comfy-Org,,STARTUP,https://github.com/Comfy-Org,False,
ByteByteGoHq,,STARTUP,https://github.com/ByteByteGoHq,False,
MatsuriDayo,,STARTUP,https://github.com/MatsuriDayo,False,
rapid7,,STARTUP,https://github.com/rapid7,False,
ziglang,,STARTUP,https://github.com/ziglang,False,
nomic-ai,,STARTUP,https://github.com/nomic-ai,False,
instructlab,,STARTUP,https://github.com/instructlab,False,
Wan-Video,,STARTUP,https://github.com/Wan-Video,False,
RikkaApps,,STARTUP,https://github.com/RikkaApps,False,
TelegramMessenger,,STARTUP,https://github.com/TelegramMessenger,False,
ipfs,,STARTUP,https://github.com/ipfs,False,
NVIDIA-Omniverse,,STARTUP,https://github.com/NVIDIA-Omniverse,False,
spicetify,,STARTUP,https://github.com/spicetify,False,
getsentry,,STARTUP,https://github.com/getsentry,False,
e2b-dev,,STARTUP,https://github.com/e2b-dev,False,
total-typescript,,STARTUP,https://github.com/total-typescript,False,
Cyfrin,,STARTUP,https://github.com/Cyfrin,False,
MaaAssistantArknights,,STARTUP,https://github.com/MaaAssistantArknights,False,
Tencent-Hunyuan,,STARTUP,https://github.com/Tencent-Hunyuan,False,
Shib-Chain,,STARTUP,https://github.com/Shib-Chain,False,
fmhy,,STARTUP,https://github.com/fmhy,False,
jpmorganchase,,STARTUP,https://github.com/jpmorganchase,False,
RocketChat,,STARTUP,https://github.com/RocketChat,False,
